4,0.16999999999999998,0.996,85.24095472618254
1,0.12000000000000001,0.989,85.41679471070861
trial_number,rdc_epsilon_end,rdc_epsilon_decay,value
0,0.09,0.995,87.80825588842471
3,0.16999999999999998,0.997,89.7074410021568
2,0.2,0.994,84.28388913995795
5,0.11,0.988,85.6367845139371
6,0.1,0.992,89.05104992587465
7,0.14,0.989,93.85862192078454
8,0.07,0.992,94.81615067231311
9,0.05,0.996,94.27281387068956
10,0.16,0.999,89.80968110672366
11,0.060000000000000005,0.996,95.21400833936913
12,0.07,0.994,92.97569976360771
13,0.19,0.995,87.01792300427064
14,0.05,0.999,94.1229711328414
15,0.05,0.992,92.12137392535689
16,0.05,0.992,83.99544706399016
17,0.05,0.992,87.77230081642371
18,0.05,0.992,91.69580018285254
19,0.08,0.991,87.75631808750319
20,0.07,0.992,92.67447785068649
21,0.08,0.991,83.01427313149286
22,0.08,0.99,84.14294569782795
23,0.08,0.998,94.4675055952522
24,0.07,0.998,81.75251233708178
25,0.07,0.997,90.24341646161288
26,0.07,0.998,83.25904719998798
27,0.07,0.997,86.0100847116476
28,0.07,0.998,83.23462411373498
29,0.1,0.997,80.78047293077792
30,0.13,0.998,85.43592255838377
31,0.1,0.996,86.80298510050567
32,0.1,0.995,91.90259548205906
33,0.1,0.995,92.15615261802006
34,0.09,0.995,85.45139077536263
35,0.060000000000000005,0.995,87.48329696608708
36,0.060000000000000005,0.995,90.3252839409192
37,0.060000000000000005,0.995,89.02079340639972
38,0.060000000000000005,0.993,87.88382735353363
39,0.060000000000000005,0.993,82.17310795575007
40,0.060000000000000005,0.993,87.98586970552063
41,0.060000000000000005,0.993,83.95538280351798
42,0.09,0.993,91.63429608861264
43,0.12000000000000001,0.996,87.41797879883788
44,0.12000000000000001,0.996,87.12563564303399
45,0.09,0.999,80.65492898383278
46,0.09,0.999,82.51814491062494
47,0.05,0.999,82.26752032878647
48,0.05,0.999,91.87640465123448
49,0.05,0.999,82.95132048403198
